filename,width,height,class,xmin,ymin,xmax,ymax
2030.jpg,320,240,1,148,166,185,204
1565.jpg,320,240,0,62,103,203,196
1565.jpg,320,240,1,132,159,157,182
2015.jpg,320,240,0,39,101,269,178
2015.jpg,320,240,1,138,145,165,171
1235.jpg,320,240,0,40,98,276,214
1235.jpg,320,240,1,140,172,168,200
1924.jpg,320,240,0,83,102,206,195
1924.jpg,320,240,1,160,158,184,182
619.jpg,320,240,0,100,101,280,218
619.jpg,320,240,1,175,162,197,188
2144.jpg,320,240,0,0,105,230,213
2144.jpg,320,240,1,52,166,87,205
1167.jpg,320,240,0,62,101,269,196
1167.jpg,320,240,1,151,158,174,182
1470.jpg,320,240,0,40,102,242,207
1470.jpg,320,240,1,112,163,136,190
2259.jpg,320,240,0,36,101,268,180
2259.jpg,320,240,1,137,146,164,172
1257.jpg,320,240,0,40,101,279,214
1257.jpg,320,240,1,153,171,180,199
2724.jpg,320,240,0,16,101,291,197
2724.jpg,320,240,1,134,156,166,187
2535.jpg,320,240,0,32,49,296,139
2535.jpg,320,240,1,147,98,177,129
2087.jpg,320,240,0,34,105,319,212
2087.jpg,320,240,1,166,166,204,204
490.jpg,320,240,0,54,85,246,176
490.jpg,320,240,1,133,136,154,160
1409.jpg,320,240,0,59,101,279,206
1409.jpg,320,240,1,155,165,181,192
913.jpg,320,240,0,66,103,280,219
913.jpg,320,240,1,181,174,209,203
338.jpg,320,240,0,68,99,239,176
338.jpg,320,240,1,142,145,161,166
570.jpg,320,240,0,55,102,280,210
570.jpg,320,240,1,151,167,177,194
1332.jpg,320,240,0,50,101,277,218
1332.jpg,320,240,1,168,168,192,197
1976.jpg,320,240,0,10,102,296,202
1976.jpg,320,240,1,130,163,165,193
1416.jpg,320,240,0,67,101,279,206
1416.jpg,320,240,1,162,165,187,192
2381.jpg,320,240,0,30,101,270,183
2381.jpg,320,240,1,133,147,162,175
1184.jpg,320,240,0,81,95,235,172
1184.jpg,320,240,1,148,139,164,158
361.jpg,320,240,0,41,101,280,216
361.jpg,320,240,1,142,172,169,200
921.jpg,320,240,0,66,103,280,219
921.jpg,320,240,1,176,174,205,203
700.jpg,320,240,0,61,105,280,214
700.jpg,320,240,1,162,172,187,199
761.jpg,320,240,0,72,103,271,191
761.jpg,320,240,1,157,156,179,178
614.jpg,320,240,0,98,99,280,216
614.jpg,320,240,1,175,162,198,188
1201.jpg,320,240,0,40,102,279,215
1201.jpg,320,240,1,146,173,175,202
188.jpg,320,240,0,65,100,226,182
188.jpg,320,240,1,142,142,160,166
522.jpg,320,240,0,40,101,254,213
522.jpg,320,240,1,145,163,169,190
669.jpg,320,240,0,67,104,280,227
669.jpg,320,240,1,157,176,182,203
2228.jpg,320,240,0,17,103,278,192
2228.jpg,320,240,1,124,150,154,183
1415.jpg,320,240,0,66,101,279,206
1415.jpg,320,240,1,161,165,186,192
615.jpg,320,240,0,99,100,280,216
615.jpg,320,240,1,175,162,197,188
161.jpg,320,240,0,77,97,244,174
161.jpg,320,240,1,150,142,170,166
2120.jpg,320,240,0,0,105,281,212
2120.jpg,320,240,1,100,166,136,204
368.jpg,320,240,0,43,93,237,184
368.jpg,320,240,1,126,147,147,170
225.jpg,320,240,0,83,98,249,175
225.jpg,320,240,1,160,142,178,166
739.jpg,320,240,0,42,100,280,204
739.jpg,320,240,1,145,164,171,191
1313.jpg,320,240,0,45,101,273,218
1313.jpg,320,240,1,161,168,185,197
2683.jpg,320,240,0,21,102,288,194
2683.jpg,320,240,1,133,152,165,185
2118.jpg,320,240,0,0,104,292,212
2118.jpg,320,240,1,107,166,144,204
2463.jpg,320,240,0,44,100,278,179
2463.jpg,320,240,1,144,144,171,171
1095.jpg,320,240,0,82,96,233,170
1095.jpg,320,240,1,148,139,164,158
955.jpg,320,240,0,40,100,278,220
955.jpg,320,240,1,126,175,154,204
2435.jpg,320,240,0,72,99,302,180
2435.jpg,320,240,1,175,143,201,172
4.jpg,320,240,0,63,97,264,192
4.jpg,320,240,1,148,154,170,177
2035.jpg,320,240,0,18,104,319,213
2035.jpg,320,240,1,153,165,190,204
1161.jpg,320,240,0,60,101,268,196
1161.jpg,320,240,1,149,158,173,183
1763.jpg,320,240,0,53,104,178,194
1763.jpg,320,240,1,122,158,146,180
2532.jpg,320,240,0,34,53,296,140
2532.jpg,320,240,1,149,99,179,132
957.jpg,320,240,0,40,99,277,220
957.jpg,320,240,1,126,175,154,204
1582.jpg,320,240,0,52,103,206,198
1582.jpg,320,240,1,121,160,145,183
2137.jpg,320,240,0,39,101,269,178
2137.jpg,320,240,1,138,145,165,171
471.jpg,320,240,0,40,93,264,210
471.jpg,320,240,1,133,169,159,197
2276.jpg,320,240,0,0,99,229,196
2276.jpg,320,240,1,69,148,97,181
597.jpg,320,240,0,94,100,280,210
597.jpg,320,240,1,180,162,204,188
568.jpg,320,240,0,45,81,231,176
568.jpg,320,240,1,118,130,138,154
1547.jpg,320,240,0,73,102,207,196
1547.jpg,320,240,1,147,159,170,182
1477.jpg,320,240,0,40,102,252,203
1477.jpg,320,240,1,122,164,147,190
608.jpg,320,240,0,101,99,280,216
608.jpg,320,240,1,180,162,202,188
1873.jpg,320,240,0,59,103,178,186
1873.jpg,320,240,1,125,150,147,174
548.jpg,320,240,0,40,94,266,204
548.jpg,320,240,1,140,162,165,189
12.jpg,320,240,0,62,95,262,189
12.jpg,320,240,1,146,150,168,176
1811.jpg,320,240,0,46,104,182,204
1811.jpg,320,240,1,124,163,151,191
452.jpg,320,240,0,41,86,279,218
452.jpg,320,240,1,141,169,168,198
2715.jpg,320,240,0,39,101,269,178
2715.jpg,320,240,1,138,145,165,171
2703.jpg,320,240,0,20,101,285,194
2703.jpg,320,240,1,134,152,164,184
1217.jpg,320,240,0,81,94,238,174
1217.jpg,320,240,1,148,139,166,160
118.jpg,320,240,0,62,101,254,188
118.jpg,320,240,1,143,153,165,176
1589.jpg,320,240,0,50,103,193,199
1589.jpg,320,240,1,122,161,147,185
1022.jpg,320,240,0,40,97,279,220
1022.jpg,320,240,1,148,176,177,205
802.jpg,320,240,0,65,96,266,191
802.jpg,320,240,1,150,152,173,175
745.jpg,320,240,0,48,91,237,184
745.jpg,320,240,1,125,140,146,165
1424.jpg,320,240,0,73,101,279,206
1424.jpg,320,240,1,165,165,191,192
679.jpg,320,240,0,39,80,223,179
679.jpg,320,240,1,111,132,131,155
1300.jpg,320,240,0,47,96,279,212
1300.jpg,320,240,1,161,170,187,200
1577.jpg,320,240,0,55,103,208,196
1577.jpg,320,240,1,123,160,147,182
2657.jpg,320,240,0,0,73,260,175
2657.jpg,320,240,1,88,131,121,166
279.jpg,320,240,0,39,102,219,188
279.jpg,320,240,1,113,152,134,175
1712.jpg,320,240,0,46,102,176,197
1712.jpg,320,240,1,127,159,152,184
1842.jpg,320,240,0,53,104,181,196
1842.jpg,320,240,1,125,159,149,181
2063.jpg,320,240,0,77,104,319,213
2063.jpg,320,240,1,213,166,250,205
1190.jpg,320,240,0,40,102,279,215
1190.jpg,320,240,1,146,173,175,202
2732.jpg,320,240,0,13,102,292,199
2732.jpg,320,240,1,133,160,166,189
1767.jpg,320,240,0,48,102,176,197
1767.jpg,320,240,1,127,159,152,184
429.jpg,320,240,0,40,100,276,214
429.jpg,320,240,1,137,171,163,198
197.jpg,320,240,0,59,97,218,188
197.jpg,320,240,1,136,143,153,166
1016.jpg,320,240,0,40,99,279,220
1016.jpg,320,240,1,141,176,170,206
1154.jpg,320,240,0,57,102,267,198
1154.jpg,320,240,1,147,159,171,185
1857.jpg,320,240,0,57,104,179,190
1857.jpg,320,240,1,125,152,148,176
971.jpg,320,240,0,40,100,274,220
971.jpg,320,240,1,123,174,150,203
1274.jpg,320,240,0,47,102,279,214
1274.jpg,320,240,1,164,170,189,198
2542.jpg,320,240,0,25,42,293,137
2542.jpg,320,240,1,141,92,172,124
2240.jpg,320,240,0,7,101,263,192
2240.jpg,320,240,1,108,149,137,182
778.jpg,320,240,0,39,100,222,212
778.jpg,320,240,1,125,160,146,183
1498.jpg,320,240,0,66,100,265,192
1498.jpg,320,240,1,153,156,176,180
524.jpg,320,240,0,40,101,258,212
524.jpg,320,240,1,149,164,173,190
286.jpg,320,240,0,113,90,277,187
286.jpg,320,240,1,178,139,196,160
1706.jpg,320,240,0,70,102,225,190
1706.jpg,320,240,1,138,151,161,176
1445.jpg,320,240,0,59,101,278,210
1445.jpg,320,240,1,145,164,169,190
1343.jpg,320,240,0,62,102,279,217
1343.jpg,320,240,1,178,167,203,196
2426.jpg,320,240,0,29,101,272,185
2426.jpg,320,240,1,133,147,161,177
532.jpg,320,240,0,40,93,258,202
532.jpg,320,240,1,142,161,166,186
111.jpg,320,240,0,55,100,257,193
111.jpg,320,240,1,141,156,163,180
1405.jpg,320,240,0,55,99,279,207
1405.jpg,320,240,1,152,166,177,193
1908.jpg,320,240,0,59,102,180,196
1908.jpg,320,240,1,134,159,158,182
715.jpg,320,240,0,41,83,280,191
715.jpg,320,240,1,148,149,175,177
2631.jpg,320,240,0,0,57,281,167
2631.jpg,320,240,1,96,119,132,157
2078.jpg,320,240,0,56,103,319,213
2078.jpg,320,240,1,190,166,225,203
1595.jpg,320,240,0,49,103,186,201
1595.jpg,320,240,1,124,161,149,186
327.jpg,320,240,0,72,101,242,176
327.jpg,320,240,1,146,145,167,167
804.jpg,320,240,0,64,96,266,192
804.jpg,320,240,1,149,153,171,177
2181.jpg,320,240,0,39,101,269,178
2181.jpg,320,240,1,138,145,165,171
390.jpg,320,240,0,46,92,239,184
390.jpg,320,240,1,127,147,149,169
1446.jpg,320,240,0,58,101,277,209
1446.jpg,320,240,1,144,164,168,190
2156.jpg,320,240,0,0,105,206,214
2156.jpg,320,240,1,33,166,68,205
108.jpg,320,240,0,47,98,258,194
108.jpg,320,240,1,138,156,162,180
1282.jpg,320,240,0,50,98,279,214
1282.jpg,320,240,1,167,171,191,200
834.jpg,320,240,0,40,89,279,220
834.jpg,320,240,1,127,172,158,203
2021.jpg,320,240,0,2,104,313,213
2021.jpg,320,240,1,133,166,170,204
2114.jpg,320,240,0,0,104,293,212
2114.jpg,320,240,1,112,166,147,204
1993.jpg,320,240,0,39,101,269,178
1993.jpg,320,240,1,138,145,165,171
378.jpg,320,240,0,40,101,276,215
378.jpg,320,240,1,137,171,163,198
441.jpg,320,240,0,42,88,280,222
441.jpg,320,240,1,142,170,169,198
2714.jpg,320,240,0,19,101,288,194
2714.jpg,320,240,1,135,154,166,185
2325.jpg,320,240,0,15,103,279,193
2325.jpg,320,240,1,129,151,160,185
1141.jpg,320,240,0,53,101,267,199
1141.jpg,320,240,1,145,160,169,186
581.jpg,320,240,0,67,101,280,213
581.jpg,320,240,1,158,166,184,194
1427.jpg,320,240,0,75,100,279,208
1427.jpg,320,240,1,165,165,192,192
256.jpg,320,240,0,88,92,256,186
256.jpg,320,240,1,157,143,176,168
2519.jpg,320,240,0,36,81,281,168
2519.jpg,320,240,1,141,127,169,157
2139.jpg,320,240,0,0,105,232,213
2139.jpg,320,240,1,55,166,91,205
961.jpg,320,240,0,40,99,278,220
961.jpg,320,240,1,127,175,155,204
2230.jpg,320,240,0,19,102,279,192
2230.jpg,320,240,1,124,150,154,183
2358.jpg,320,240,0,78,102,319,195
2358.jpg,320,240,1,202,149,232,185
165.jpg,320,240,0,78,96,245,175
165.jpg,320,240,1,152,144,171,165
1079.jpg,320,240,0,68,92,279,226
1079.jpg,320,240,1,195,168,221,199
1887.jpg,320,240,0,60,101,178,187
1887.jpg,320,240,1,124,150,147,173
781.jpg,320,240,0,45,103,231,194
781.jpg,320,240,1,129,156,150,178
224.jpg,320,240,0,39,98,216,197
224.jpg,320,240,1,115,152,136,176
907.jpg,320,240,0,64,102,280,218
907.jpg,320,240,1,188,173,211,202
1895.jpg,320,240,0,59,103,178,187
1895.jpg,320,240,1,124,151,147,174
2384.jpg,320,240,0,79,102,319,193
2384.jpg,320,240,1,200,150,230,187
250.jpg,320,240,0,91,97,261,182
250.jpg,320,240,1,163,144,182,169
88.jpg,320,240,0,40,114,280,232
88.jpg,320,240,1,138,188,167,216
1805.jpg,320,240,0,47,104,183,205
1805.jpg,320,240,1,125,165,152,191
23.jpg,320,240,0,56,99,252,190
23.jpg,320,240,1,139,152,160,176
2199.jpg,320,240,0,25,102,293,194
2199.jpg,320,240,1,137,152,169,185
36.jpg,320,240,0,63,90,255,178
36.jpg,320,240,1,144,140,166,166
1322.jpg,320,240,0,46,98,274,216
1322.jpg,320,240,1,161,168,186,196
734.jpg,320,240,0,46,89,234,184
734.jpg,320,240,1,121,139,143,164
336.jpg,320,240,0,73,99,243,176
336.jpg,320,240,1,147,144,166,166
2146.jpg,320,240,0,0,105,229,213
2146.jpg,320,240,1,52,166,87,205
986.jpg,320,240,0,40,102,272,221
986.jpg,320,240,1,121,174,148,203
1860.jpg,320,240,0,57,104,180,189
1860.jpg,320,240,1,126,152,148,175
1496.jpg,320,240,0,64,102,267,196
1496.jpg,320,240,1,153,158,176,184
1862.jpg,320,240,0,59,104,180,188
1862.jpg,320,240,1,126,152,148,175
268.jpg,320,240,0,39,101,220,190
268.jpg,320,240,1,114,152,136,176
5.jpg,320,240,0,63,98,264,192
5.jpg,320,240,1,148,154,170,177
2191.jpg,320,240,0,17,102,293,196
2191.jpg,320,240,1,135,154,167,188
1837.jpg,320,240,0,50,104,180,197
1837.jpg,320,240,1,124,160,149,183
1209.jpg,320,240,0,40,102,279,215
1209.jpg,320,240,1,143,172,171,201
45.jpg,320,240,0,56,98,258,191
45.jpg,320,240,1,142,154,164,176
2672.jpg,320,240,0,5,98,277,193
2672.jpg,320,240,1,119,150,150,185
1455.jpg,320,240,0,45,100,261,212
1455.jpg,320,240,1,127,163,151,190
1461.jpg,320,240,0,66,96,250,185
1461.jpg,320,240,1,145,150,166,172
606.jpg,320,240,0,103,100,280,214
606.jpg,320,240,1,182,161,206,188
2498.jpg,320,240,0,37,102,267,179
2498.jpg,320,240,1,136,143,163,172
492.jpg,320,240,0,40,94,275,212
492.jpg,320,240,1,150,170,177,197
682.jpg,320,240,0,59,102,280,222
682.jpg,320,240,1,152,172,178,200
1761.jpg,320,240,0,53,104,178,193
1761.jpg,320,240,1,122,158,145,180
2586.jpg,320,240,0,34,50,319,150
2586.jpg,320,240,1,165,103,200,142
792.jpg,320,240,0,63,98,259,191
792.jpg,320,240,1,145,152,167,176
1267.jpg,320,240,0,40,102,279,214
1267.jpg,320,240,1,156,170,182,199
264.jpg,320,240,0,107,89,272,182
264.jpg,320,240,1,175,138,194,158
1452.jpg,320,240,0,46,101,266,210
1452.jpg,320,240,1,131,163,156,190
2318.jpg,320,240,0,0,101,260,192
2318.jpg,320,240,1,105,150,136,184
2266.jpg,320,240,0,0,100,233,196
2266.jpg,320,240,1,80,149,107,182
2167.jpg,320,240,0,0,105,283,210
2167.jpg,320,240,1,108,165,144,201
1113.jpg,320,240,0,65,102,279,210
1113.jpg,320,240,1,171,168,198,196
98.jpg,320,240,0,40,97,271,204
98.jpg,320,240,1,135,161,160,188
793.jpg,320,240,0,64,99,260,192
793.jpg,320,240,1,147,152,169,176
1711.jpg,320,240,0,56,102,194,191
1711.jpg,320,240,1,125,153,149,176
2371.jpg,320,240,0,89,103,319,195
2371.jpg,320,240,1,211,150,240,185
2033.jpg,320,240,0,16,104,319,213
2033.jpg,320,240,1,153,165,188,204
942.jpg,320,240,0,40,103,279,220
942.jpg,320,240,1,131,174,159,203
38.jpg,320,240,0,62,89,255,178
38.jpg,320,240,1,144,140,165,165
627.jpg,320,240,0,101,98,280,226
627.jpg,320,240,1,171,161,192,188
1639.jpg,320,240,0,40,104,178,212
1639.jpg,320,240,1,120,170,147,197
1357.jpg,320,240,0,55,102,279,211
1357.jpg,320,240,1,167,167,192,196
872.jpg,320,240,0,40,96,279,239
872.jpg,320,240,1,144,187,177,220
148.jpg,320,240,0,63,99,230,175
148.jpg,320,240,1,134,144,153,168
1734.jpg,320,240,0,46,102,176,197
1734.jpg,320,240,1,127,159,152,184
1624.jpg,320,240,0,40,103,176,211
1624.jpg,320,240,1,117,169,146,196
458.jpg,320,240,0,43,87,280,217
458.jpg,320,240,1,145,170,171,197
1456.jpg,320,240,0,44,100,259,212
1456.jpg,320,240,1,125,163,149,190
1892.jpg,320,240,0,59,101,178,186
1892.jpg,320,240,1,125,150,147,172
1580.jpg,320,240,0,53,103,206,197
1580.jpg,320,240,1,123,160,146,183
1877.jpg,320,240,0,58,101,177,186
1877.jpg,320,240,1,125,150,147,172
2460.jpg,320,240,0,44,102,277,179
2460.jpg,320,240,1,144,143,171,171
895.jpg,320,240,0,83,100,243,172
895.jpg,320,240,1,155,140,172,162
2222.jpg,320,240,0,29,103,292,192
2222.jpg,320,240,1,138,150,169,183
836.jpg,320,240,0,40,87,279,219
836.jpg,320,240,1,126,170,158,203
1883.jpg,320,240,0,60,96,177,186
1883.jpg,320,240,1,125,150,148,172
1341.jpg,320,240,0,60,100,279,216
1341.jpg,320,240,1,176,167,201,194
771.jpg,320,240,0,60,98,247,180
771.jpg,320,240,1,141,147,161,169
379.jpg,320,240,0,44,92,237,184
379.jpg,320,240,1,126,147,147,170
1844.jpg,320,240,0,55,104,181,194
1844.jpg,320,240,1,125,158,150,180
1212.jpg,320,240,0,40,102,279,216
1212.jpg,320,240,1,144,172,171,201
2074.jpg,320,240,0,69,103,319,214
2074.jpg,320,240,1,203,165,239,204
1825.jpg,320,240,0,46,104,181,201
1825.jpg,320,240,1,123,162,150,187
1651.jpg,320,240,0,48,104,184,203
1651.jpg,320,240,1,126,164,151,189
267.jpg,320,240,0,118,93,280,182
267.jpg,320,240,1,186,138,205,159
1986.jpg,320,240,0,9,103,301,204
1986.jpg,320,240,1,133,164,169,204
227.jpg,320,240,0,87,98,254,176
227.jpg,320,240,1,163,144,182,167
695.jpg,320,240,0,56,108,280,221
695.jpg,320,240,1,155,178,181,205
2129.jpg,320,240,0,0,105,262,213
2129.jpg,320,240,1,76,166,113,204
2619.jpg,320,240,0,9,59,319,166
2619.jpg,320,240,1,146,118,183,157
2175.jpg,320,240,0,0,103,295,207
2175.jpg,320,240,1,123,164,160,200
1.jpg,320,240,0,45,101,232,207
1.jpg,320,240,1,133,161,154,183
33.jpg,320,240,0,63,93,254,180
33.jpg,320,240,1,144,144,165,166
1959.jpg,320,240,0,79,102,206,196
1959.jpg,320,240,1,154,159,177,182
2172.jpg,320,240,0,0,103,295,209
2172.jpg,320,240,1,120,164,156,200
2437.jpg,320,240,0,28,101,273,186
2437.jpg,320,240,1,133,147,161,177
1999.jpg,320,240,0,4,103,310,209
1999.jpg,320,240,1,133,163,169,201
1725.jpg,320,240,0,40,104,137,192
1725.jpg,320,240,1,81,156,105,178
2731.jpg,320,240,0,14,102,292,198
2731.jpg,320,240,1,133,160,166,189
2447.jpg,320,240,0,48,99,280,180
2447.jpg,320,240,1,149,143,177,171
736.jpg,320,240,0,40,94,280,200
736.jpg,320,240,1,143,160,170,187
727.jpg,320,240,0,40,80,280,187
727.jpg,320,240,1,145,146,172,173
2220.jpg,320,240,0,30,103,293,192
2220.jpg,320,240,1,137,150,168,183
2572.jpg,320,240,0,9,44,295,147
2572.jpg,320,240,1,135,99,168,134
1667.jpg,320,240,0,40,104,169,194
1667.jpg,320,240,1,108,158,132,180
81.jpg,320,240,0,40,106,280,226
81.jpg,320,240,1,143,180,172,209
46.jpg,320,240,0,43,92,230,213
46.jpg,320,240,1,134,157,155,179
255.jpg,320,240,0,88,94,257,185
255.jpg,320,240,1,158,144,177,166
1973.jpg,320,240,0,10,102,295,201
1973.jpg,320,240,1,131,162,165,192
2558.jpg,320,240,0,18,42,294,139
2558.jpg,320,240,1,138,94,170,126
944.jpg,320,240,0,40,104,279,220
944.jpg,320,240,1,129,174,157,204
2098.jpg,320,240,0,7,104,319,212
2098.jpg,320,240,1,139,166,176,204
977.jpg,320,240,0,40,101,271,221
977.jpg,320,240,1,120,174,147,203
2319.jpg,320,240,0,0,102,261,192
2319.jpg,320,240,1,107,151,137,184
893.jpg,320,240,0,54,100,279,224
893.jpg,320,240,1,185,174,211,203
839.jpg,320,240,0,40,89,279,224
839.jpg,320,240,1,126,174,160,208
15.jpg,320,240,0,61,96,261,190
15.jpg,320,240,1,145,152,167,176
299.jpg,320,240,0,108,102,274,181
299.jpg,320,240,1,178,146,197,166
2051.jpg,320,240,0,48,103,319,213
2051.jpg,320,240,1,185,165,221,204
1366.jpg,320,240,0,50,102,279,209
1366.jpg,320,240,1,160,167,185,194
983.jpg,320,240,0,40,103,270,222
983.jpg,320,240,1,119,174,146,203
2412.jpg,320,240,0,23,101,255,183
2412.jpg,320,240,1,130,145,157,173
2256.jpg,320,240,0,0,100,246,194
2256.jpg,320,240,1,90,150,119,182
1403.jpg,320,240,0,53,99,279,207
1403.jpg,320,240,1,152,166,178,193
77.jpg,320,240,0,40,106,280,223
77.jpg,320,240,1,141,178,170,208
2095.jpg,320,240,0,17,105,319,212
2095.jpg,320,240,1,149,166,184,204
1519.jpg,320,240,0,57,98,254,191
1519.jpg,320,240,1,141,156,163,178
486.jpg,320,240,0,40,93,260,211
486.jpg,320,240,1,133,169,159,196
1985.jpg,320,240,0,8,103,299,203
1985.jpg,320,240,1,132,163,167,204
1302.jpg,320,240,0,47,97,279,212
1302.jpg,320,240,1,161,170,187,199
1329.jpg,320,240,0,47,99,275,218
1329.jpg,320,240,1,164,168,189,196
1536.jpg,320,240,0,45,99,268,204
1536.jpg,320,240,1,140,164,164,190
1740.jpg,320,240,0,40,104,113,195
1740.jpg,320,240,1,64,158,88,181
2560.jpg,320,240,0,17,42,294,140
2560.jpg,320,240,1,137,93,169,126
1139.jpg,320,240,0,80,101,251,177
1139.jpg,320,240,1,157,147,176,166
576.jpg,320,240,0,61,104,280,210
576.jpg,320,240,1,156,168,181,194
685.jpg,320,240,0,56,101,280,220
685.jpg,320,240,1,150,172,176,200
412.jpg,320,240,0,51,91,245,185
412.jpg,320,240,1,133,146,154,170
2044.jpg,320,240,0,36,103,319,213
2044.jpg,320,240,1,171,165,208,204
137.jpg,320,240,0,75,98,247,180
137.jpg,320,240,1,149,146,168,167
1656.jpg,320,240,0,41,0,195,198
1656.jpg,320,240,1,128,158,151,185
1401.jpg,320,240,0,50,99,278,206
1401.jpg,320,240,1,149,166,175,192
1328.jpg,320,240,0,75,95,243,178
1328.jpg,320,240,1,147,145,165,165
1869.jpg,320,240,0,59,103,178,187
1869.jpg,320,240,1,125,150,147,174
2456.jpg,320,240,0,47,102,278,180
2456.jpg,320,240,1,147,143,174,172
909.jpg,320,240,0,65,103,280,218
909.jpg,320,240,1,187,174,210,202
2274.jpg,320,240,0,0,99,231,197
2274.jpg,320,240,1,70,148,98,181
1078.jpg,320,240,0,66,91,279,226
1078.jpg,320,240,1,193,169,218,200
114.jpg,320,240,0,56,102,256,192
114.jpg,320,240,1,142,156,164,179
2530.jpg,320,240,0,41,57,299,146
2530.jpg,320,240,1,152,102,181,136
178.jpg,320,240,0,80,98,244,177
178.jpg,320,240,1,158,139,176,164
142.jpg,320,240,0,74,98,243,177
142.jpg,320,240,1,146,142,165,168
1064.jpg,320,240,0,49,93,279,223
1064.jpg,320,240,1,170,172,199,203
282.jpg,320,240,0,115,89,279,186
282.jpg,320,240,1,181,138,199,159
920.jpg,320,240,0,67,103,280,219
920.jpg,320,240,1,177,174,206,203
1247.jpg,320,240,0,40,100,275,214
1247.jpg,320,240,1,143,171,170,200
1175.jpg,320,240,0,61,101,267,196
1175.jpg,320,240,1,149,158,173,182
773.jpg,320,240,0,58,98,245,181
773.jpg,320,240,1,140,147,160,169
2282.jpg,320,240,0,0,99,216,196
2282.jpg,320,240,1,66,149,94,182
719.jpg,320,240,0,40,79,280,187
719.jpg,320,240,1,148,145,175,173
2157.jpg,320,240,0,0,105,209,214
2157.jpg,320,240,1,35,166,70,204
2334.jpg,320,240,0,32,102,296,192
2334.jpg,320,240,1,149,151,180,185
1746.jpg,320,240,0,40,104,141,194
1746.jpg,320,240,1,91,158,115,180
1801.jpg,320,240,0,48,102,177,197
1801.jpg,320,240,1,128,158,153,184
1024.jpg,320,240,0,41,97,279,220
1024.jpg,320,240,1,151,176,180,205
86.jpg,320,240,0,40,107,280,227
86.jpg,320,240,1,141,181,170,211
2559.jpg,320,240,0,20,101,276,191
2559.jpg,320,240,1,131,150,159,181
2575.jpg,320,240,0,11,45,299,148
2575.jpg,320,240,1,138,99,173,135
1131.jpg,320,240,0,52,101,276,204
1131.jpg,320,240,1,147,164,173,191
2340.jpg,320,240,0,44,99,312,193
2340.jpg,320,240,1,164,150,195,185
325.jpg,320,240,0,87,99,258,177
325.jpg,320,240,1,159,145,179,167
1096.jpg,320,240,0,76,97,280,218
1096.jpg,320,240,1,194,167,220,196
2161.jpg,320,240,0,0,105,229,213
2161.jpg,320,240,1,54,166,92,204
914.jpg,320,240,0,66,102,280,218
914.jpg,320,240,1,179,174,209,203
1349.jpg,320,240,0,62,101,279,217
1349.jpg,320,240,1,177,167,203,196
2029.jpg,320,240,0,10,105,319,213
2029.jpg,320,240,1,146,166,182,204
2638.jpg,320,240,0,0,56,267,168
2638.jpg,320,240,1,81,119,116,157
2511.jpg,320,240,0,31,101,271,181
2511.jpg,320,240,1,134,145,162,173
531.jpg,320,240,0,40,93,258,203
531.jpg,320,240,1,143,161,167,186
84.jpg,320,240,0,40,105,280,225
84.jpg,320,240,1,144,180,174,209
1729.jpg,320,240,0,40,104,123,193
1729.jpg,320,240,1,72,158,95,180
2278.jpg,320,240,0,0,99,219,195
2278.jpg,320,240,1,69,148,96,181
556.jpg,320,240,0,39,101,224,211
556.jpg,320,240,1,126,161,147,183
196.jpg,320,240,0,59,97,218,188
196.jpg,320,240,1,136,142,153,166
1181.jpg,320,240,0,40,102,279,215
1181.jpg,320,240,1,146,173,175,202
1246.jpg,320,240,0,40,100,274,214
1246.jpg,320,240,1,142,171,170,200
57.jpg,320,240,0,44,92,230,212
57.jpg,320,240,1,135,155,155,178
1454.jpg,320,240,0,46,100,262,211
1454.jpg,320,240,1,129,163,153,190
2723.jpg,320,240,0,16,101,291,196
2723.jpg,320,240,1,134,155,166,187
1305.jpg,320,240,0,47,98,278,214
1305.jpg,320,240,1,161,169,187,198
1295.jpg,320,240,0,78,94,242,177
1295.jpg,320,240,1,148,142,167,163
2541.jpg,320,240,0,25,42,292,138
2541.jpg,320,240,1,141,92,172,125
2223.jpg,320,240,0,30,103,293,192
2223.jpg,320,240,1,138,150,169,183
89.jpg,320,240,0,40,115,280,229
89.jpg,320,240,1,138,186,166,214
684.jpg,320,240,0,57,101,280,220
684.jpg,320,240,1,151,172,176,199
339.jpg,320,240,0,68,99,238,176
339.jpg,320,240,1,141,144,161,165
2013.jpg,320,240,0,2,104,312,212
2013.jpg,320,240,1,133,165,168,204
110.jpg,320,240,0,54,99,258,193
110.jpg,320,240,1,141,156,163,180
455.jpg,320,240,0,42,87,279,217
455.jpg,320,240,1,143,169,170,197
2471.jpg,320,240,0,44,99,276,180
2471.jpg,320,240,1,143,143,171,172
2621.jpg,320,240,0,2,58,319,166
2621.jpg,320,240,1,136,118,173,157
1112.jpg,320,240,0,64,102,279,210
1112.jpg,320,240,1,171,168,198,196
853.jpg,320,240,0,40,100,279,239
853.jpg,320,240,1,128,195,164,230
1898.jpg,320,240,0,59,102,178,186
1898.jpg,320,240,1,125,151,147,174
925.jpg,320,240,0,61,100,280,218
925.jpg,320,240,1,168,174,197,203
2316.jpg,320,240,0,0,100,253,193
2316.jpg,320,240,1,99,150,129,184
26.jpg,320,240,0,58,98,253,189
26.jpg,320,240,1,140,152,162,175
2429.jpg,320,240,0,63,100,295,180
2429.jpg,320,240,1,168,143,194,171
